comb,meshtype,meshidx,ncell,h,Udof,Kdof,Pdof,pdof,xdof,u,Ul2norm,Kl2norm,Pl2norm,Phdivnorm,pl2norm
P̄0d1d1P1(corr),delaunay,66,1172,0.06438097352348146,4846,7360,6856,661,19723,0.5,0.28404052285823184,0.5765052060173669,1.1887140658956756,1.1887140658956756,0.37634418612286674
P̄0d1d1P1(corr),delaunay,66,1172,0.06438097352348146,4846,7360,6856,661,19723,1.0,0.559432734163827,1.0465606975179613,1.8571372392792203,1.8571372392792203,0.3063700178492347
P̄0d1d1P1(corr),delaunay,66,1172,0.06438097352348146,4846,7360,6856,661,19723,1.5,0.831800761951349,1.4955797759173484,2.4391541377254016,2.4391541377254016,0.4212247634438195
P̄0d1d1P1(corr),delaunay,53,1768,0.05404144434788149,7270,11016,10392,979,29657,0.5,0.283697605448716,0.5745635557923076,1.184609066391875,1.184609066391875,0.37750422718686266
P̄0d1d1P1(corr),delaunay,53,1768,0.05404144434788149,7270,11016,10392,979,29657,1.0,0.5587868944774183,1.0434584824745274,1.8505754420276441,1.8505754420276441,0.30612571386190235
P̄0d1d1P1(corr),delaunay,53,1768,0.05404144434788149,7270,11016,10392,979,29657,1.5,0.83088265350882,1.491418701692087,2.431330897117838,2.431330897117838,0.4200903671268612
P̄0d1d1P1(corr),delaunay,43,2744,0.043252559718162095,11230,16976,16192,1493,45891,0.5,0.2834443579417379,0.5730746396561317,1.1817227930624103,1.1817227930624103,0.3785129754551419
P̄0d1d1P1(corr),delaunay,43,2744,0.043252559718162095,11230,16976,16192,1493,45891,1.0,0.5583416634969615,1.0411765490512035,1.8458829019760268,1.8458829019760268,0.3062130380072485
P̄0d1d1P1(corr),delaunay,43,2744,0.043252559718162095,11230,16976,16192,1493,45891,1.5,0.8302265335576704,1.4883396715239336,2.4253248695872864,2.4253248695872864,0.4189085572271808
P̄0d1d1P1(corr),delaunay,35,4060,0.03559280409508473,16558,24984,24024,2179,67745,0.5,0.2833117223657035,0.5722010899744796,1.1800135032069154,1.1800135032069154,0.37904960298527546
P̄0d1d1P1(corr),delaunay,35,4060,0.03559280409508473,16558,24984,24024,2179,67745,1.0,0.5581017835543425,1.039785035593933,1.8432204518734236,1.8432204518734236,0.3063091567625962
P̄0d1d1P1(corr),delaunay,35,4060,0.03559280409508473,16558,24984,24024,2179,67745,1.5,0.8298878914118584,1.4864749786244955,2.4220771857928827,2.4220771857928827,0.4185807428938052
P̄0d1d1P1(corr),delaunay,29,6070,0.02890258427140272,24670,37180,36012,3218,101080,0.5,0.28320900434031043,0.5715121759222255,1.1789380257610007,1.1789380257610007,0.3794803379279801
P̄0d1d1P1(corr),delaunay,29,6070,0.02890258427140272,24670,37180,36012,3218,101080,1.0,0.55792184091503,1.0388122765269427,1.841508609426983,1.841508609426983,0.3065164848330665
P̄0d1d1P1(corr),delaunay,29,6070,0.02890258427140272,24670,37180,36012,3218,101080,1.5,0.8296373485755624,1.4852393409745699,2.4199102221524234,2.4199102221524234,0.418297841483965
P̄1d2d2P2(corr),delaunay,78,966,0.06643493044853077,8916,14934,14250,2073,40173,0.5,0.2842864591878557,0.577151082743024,1.193422229518136,1.193422229518136,0.3757107840408006
P̄1d2d2P2(corr),delaunay,78,966,0.06643493044853077,8916,14934,14250,2073,40173,1.0,0.5598924869235122,1.0485137758348395,1.8636760165963686,1.8636760165963686,0.30898752329486373
P̄1d2d2P2(corr),delaunay,78,966,0.06643493044853077,8916,14934,14250,2073,40173,1.5,0.8325115407475895,1.4986920865393598,2.4490923072791286,2.4490923072791286,0.42853405875901657
P̄1d2d2P2(corr),delaunay,60,1460,0.05558456918560261,13422,22452,21600,3097,60571,0.5,0.2837966620761542,0.5746243979258739,1.187471676476616,1.187471676476616,0.37726180300481593
P̄1d2d2P2(corr),delaunay,60,1460,0.05558456918560261,13422,22452,21600,3097,60571,1.0,0.5589871796769631,1.0442619222863825,1.854528653606961,1.854528653606961,0.30822701054604257
P̄1d2d2P2(corr),delaunay,60,1460,0.05558456918560261,13422,22452,21600,3097,60571,1.5,0.8312001120878472,1.4928828810850703,2.437164712917733,2.437164712917733,0.42483111380549415
P̄1d2d2P2(corr),delaunay,48,2244,0.046415674975319676,20550,34344,33288,4709,92891,0.5,0.2835470290863275,0.573195101866372,1.1838841865570633,1.1838841865570633,0.3782000006427085
P̄1d2d2P2(corr),delaunay,48,2244,0.046415674975319676,20550,34344,33288,4709,92891,1.0,0.5585399713600063,1.041881054604054,1.848993309001822,1.848993309001822,0.30757056601262656
P̄1d2d2P2(corr),delaunay,48,2244,0.046415674975319676,20550,34344,33288,4709,92891,1.5,0.8305416496801139,1.489521251120468,2.4299165682205834,2.4299165682205834,0.42232779288863714
P̄1d2d2P2(corr),delaunay,39,3344,0.038153075832804306,30534,51012,49704,6965,138215,0.5,0.2833671576121678,0.5723391215091003,1.1813598207907474,1.1813598207907474,0.3788494689745209
P̄1d2d2P2(corr),delaunay,39,3344,0.038153075832804306,30534,51012,49704,6965,138215,1.0,0.5582065782774983,1.0402975345700771,1.845162998318001,1.845162998318001,0.30708716582756695
P̄1d2d2P2(corr),delaunay,39,3344,0.038153075832804306,30534,51012,49704,6965,138215,1.5,0.8300515007140203,1.4873011087062407,2.4249485970432683,2.4249485970432683,0.42056174027572174
P̄1d2d2P2(corr),delaunay,31,5122,0.03077165127813141,46644,77874,76266,10585,211369,0.5,0.28324172725357283,0.5716444719766167,1.1796611645661093,1.1796611645661093,0.37935391778702493
P̄1d2d2P2(corr),delaunay,31,5122,0.03077165127813141,46644,77874,76266,10585,211369,1.0,0.5579793855717587,1.0391204442895463,1.8426045553774386,1.8426045553774386,0.306928997557399
P̄1d2d2P2(corr),delaunay,31,5122,0.03077165127813141,46644,77874,76266,10585,211369,1.5,0.829720916699537,1.4856503490798318,2.4216376004244573,2.4216376004244573,0.41956161352985605
